cluster_id,stock_code,stock_name,factual_title,factual_summary,representative_article,source_count,article_ids,source_urls,gold_label,label_reason
187,005930,삼성전자,삼성전자 주식 투자로 인한 손실 사연,"직장인 익명 커뮤니티 블라인드에 '주식으로 사고친 남편'이라는 제목의 글이 게시되었다. 작성자 A씨는 집을 판 잔금을 배우자 몰래 삼성전자 주식에 투자했다가 2주도 안 되어 절반을 잃었다고 밝혔다. A씨는 남편의 단독 행동으로 인해 이사 계획 등 기존 계획이 무의미해졌으며, 아직 확정되지 않은 손실 상황에서 어떻게 대처해야 할지 고민 중이라고 전했다.","아파트 판 돈으로 몰래 주식...""2주만에 반토막"" 사고 친 남편 충격 - 머니투데이",1,256,https://mt.co.kr/society/2026/07/19/2026071914564658667,,
188,005930,삼성전자,반도체 산업용수 공급 계획에 따른 전북 수자원 보호 요구,"정부가 전남·광주통합특별시에 하루 65만 톤 규모의 반도체 산업용수 공급 계획을 발표한 가운데, 전북도의원이 섬진강 수계 용수 사용으로 인한 농업용수 영향 가능성을 지적하며 전북의 수자원 보호를 위한 대책 마련을 촉구했습니다. 남관우 의원은 섬진강댐의 농업용수 기능 훼손 방지, 물 배분 논의의 도민 투명성 확보, 전북 참여 공식협의체 구성 등을 요구했으며, 추가 용수 공급 시 국가재정 지원 및 산업 유치 등 상생 대책과 국가 물관리 기본 계획에 전북 수요 반영을 주장했습니다.","""섬진강 물 뺏길라""...반도체 산업용수 '전북 몫' 요구",1,251,http://jmbc.co.kr/news/view/66311,,
189,005930,삼성전자,알파벳 2분기 실적 발표와 국내 증시 주요 변수,"알파벳(구글 모회사)은 2026년 7월 23일 새벽(한국시간) 2분기 실적을 발표할 예정이며, 시장은 AI 인프라 투자 규모와 CAPEX 계획에 주목하고 있다. 증권가는 알파벳이 AI 투자 확대 기조를 유지할 경우 반도체주 반등 계기가 마련될 수 있으나, 보수적인 가이던스 제시 시 AI 수요 둔화 우려가 부각될 수 있다고 분석했다. 또한 SK하이닉스와 한화오션의 선물환 매도 증가로 원·달러 환율이 1480원 안팎까지 하락할 가능성이 제기되었으며, 정부의 단일종목 레버리지 ETF 규제 논의도 시장 변동성 요인으로 평가된다.",알파벳이 코스피 반등 열쇠…이번주 시장 흔들 4대 변수는,1,237,https://ebn.co.kr/news/articleView.html?idxno=1716866,,
190,005930,삼성전자,"윤종호 경북도의원, 구미 휴머노이드 로봇 국가첨단전략산업 특화단지 유치 촉구","윤종호 경북도의원(국민의힘·구미6)은 2026년 7월 16일 제364회 경북도의회 임시회 제4차 본회의에서 정부의 국가첨단전략산업 로봇 분야 특화단지를 구미에 유치하기 위한 경북도의 적극적인 대응을 촉구했다. 그는 삼성전자와 삼성SDS의 19조 원 규모 투자계획을 언급하며, 구미가 휴머노이드 로봇산업 중심지로 도약할 수 있는 기회이자 특화단지 유치의 골든타임이라고 강조했다. 또한 구미의 정밀 제조기술과 부품산업 생태계, 포항의 연구·실증 인프라를 연계하면 연구개발부터 양산까지 경쟁력을 확보할 수 있으며, 기존 반도체 특화단지와 방산 혁신클러스터와 연계해 첨단 제조산업 핵심 거점으로 성장할 수 있다고 주장했다. 윤 의원은 200만 평 규모의 구미 국가첨단산업단지 조성과 로봇 전문인력 양성, 행정·재정 지원을 함께 요청했다.",윤종호 “휴머노이드 로봇 특화단지 구미에 조성돼야” - 대구신문,2,214|51,https://kyongbuk.co.kr/news/articleView.html?idxno=4078595|https://idaegu.co.kr/news/articleView.html?idxno=554247,,
191,005930,삼성전자,"월가 공매도 전문가 파미 콰디르, 한국 증시 행동주의 투자자로 전환","파미 콰디르는 '월가 암살자'로 알려진 공매도 전문 헤지펀드 사프켓센티넬을 정리하고 한국에서 행동주의 투자자로 활동 방향을 전환했다. 그는 서울 사무소를 설립하고 현지 인력을 채용할 계획이며, 저평가된 한국 기업의 지배구조 개선과 자사주 소각, 이사회 독립성 강화를 통해 기업가치를 높일 예정이다. 콰디르는 코스피 상장사의 3분의 2 이상이 장부가치 이하로 거래되고 있다고 판단했으며, 이재명 정부의 밸류업 프로그램과 코리아 디스카운트 해소 정책도 투자 결정의 배경으로 언급했다. 한편, 캐시 우드 아크 인베스트먼트 매니지먼트 CEO도 방한해 삼성전자와 SK하이닉스를 AI 산업의 핵심 기업으로 평가한 바 있다.","‘월가 암살자’도 꽂혔다, 새벽 2시 눈 떠 한국 증시 보는 이유 | 중앙일보",4,216|13|5074|7506|10037,https://joongang.co.kr/article/25446200|https://joongang.co.kr/article/25446314|https://sedaily.com/article/20069354?ref=naver|https://ebn.co.kr/news/articleView.html?idxno=1716954|https://news.sbs.co.kr/news/endPage.do?cooper=NAVER&news_id=N1008665514&plink=ORI,,
192,005930,삼성전자,"이원택 전북지사, 새만금 200조원 투자 유치 및 AI 데이터센터·로봇·수소 산업 추진 계획 발표","이원택 전북지사는 취임 첫 기자회견에서 새만금 200조원 투자 유치와 AI 데이터센터, 로봇, 수소 산업 등 현대차 투자 확대를 위한 공공 주도 개발 계획을 발표했다. 이재명 대통령은 7월 16일 청와대 업무 보고에서 전북 소외론을 제기하는 것은 무책임한 행동이라며 해당 주장을 반박했고, 일부 시민단체는 새만금 내국인 카지노 추진에 대해 반발했다. 새만금청은 매립 목표를 2050년에서 2035년으로 앞당긴다고 밝혔다.","李 “무책임” 시민단체 “사기극”…이원택 지사, 전북소외론·카지노 꺼냈다 역풍 | 중앙일보",1,213,https://joongang.co.kr/article/25446201,,
193,005930,삼성전자,"TCL코리아, 메모리 대란으로 TV·냉장고·세탁기 출고가 내달 1일부터 5% 내외 인상","TCL코리아는 2026년 8월 1일부터 TV 전 라인업과 냉장고·세탁기 일부 제품의 출고가를 5% 안팎 인상한다. 인상 배경은 메모리 반도체 가격 급등, AI 인프라 투자 확대에 따른 수급 불균형, 원자재 가격 및 물류비 상승이다. 인상 조치는 2026년 7월 31일까지 현재 가격 구매가 가능하며, TCL코리아 관계자는 원활한 제품 공급과 서비스 운영을 위한 불가피한 결정이라고 설명했다.","TCL코리아, 메모리 대란에 TV·냉장고·세탁기 가격 내달 인상",1,210,https://etnews.com/20260715000420,,
194,005930,삼성전자,"삼성전자, 글로벌 가상자산거래소 무기한 선물 상품 상장…국내 주식·ETF 기초자산 활용","바이낸스, 비트겟 등 글로벌 가상자산거래소들이 삼성전자와 SK하이닉스 주식 및 한국 증시 3배 레버리지 ETF 'KORU'를 기초자산으로 한 무기한 선물 상품을 잇달아 상장했다. 이는 국내 가상자산 2단계 입법 표류 상황에서 규제 공백을 활용한 것으로, 가상자산 2단계 입법은 연내 완료 예정이나 당정 실무 조율 지연으로 입법 속도가 더딘 상태다. 국회 정무위원회는 디지털자산기본법을 하반기 최우선 현안으로 설정했으며, 여야 간 통합법 체계 구축 공감대가 형성되었으나, 민주당 내 디지털자산 특별위원회(TF)는 수개월째 활동이 중단된 상태다.",[기획] 7달째 위원장 공백… 與 정치 일정표에 갇힌 ‘가상자산 2단계’,1,197,https://dt.co.kr/article/12073473?ref=naver,,
195,005930,삼성전자,"삼성전자, 휴머노이드 로봇 사업 확대 및 레인보우로보틱스 자회사 편입","삼성전자는 반도체 부문 주가 하락 이후 휴머노이드 로봇을 신성장 동력으로 삼고 있으며, 레인보우로보틱스 지분을 3년 새 3배 이상 늘려 자회사로 편입시켰다. 모건스탠리는 휴머노이드 로봇 시장이 2050년 5조달러 규모로 성장할 것으로 전망했고, 소프트뱅크는 ABB로부터 로봇 사업부를 7조7000억원에 인수했다. 중국 로봇 기업 유니트리는 2026년 7월 3일 CSRC로부터 상장 승인을 받아 커촹반에서 9~10월 상장 예정이며, 기업 가치는 8조원, 지분 10% 매각을 통해 8000억원을 조달할 계획이다.",주도주 사라진 증시 … 휴머노이드 로봇에 올라타볼까 - 매일경제,1,194,https://mk.co.kr/article/12101714,,
196,005930,삼성전자,"김정관 산업통상부 장관, 미국 방문 및 한미 조선협력센터 개소식 참석","김정관 산업통상부 장관은 23일(현지시간) 미국 워싱턴DC에서 열리는 한미 조선협력센터 개소식에 참석할 예정이며, HD한국조선해양, 삼성중공업, 한화오션 등 조선3사 최고 경영진도 동행한다. 미국 측에서는 하워드 러트닉 미국 상무부 장관이 참석할 것으로 알려졌다. 김 장관과 러트닉 장관은 5월8일 한·미 조선 파트너십 이니셔티브 양해각서(MOU) 체결식 이후 76일 만에 공식석상에서 만난다. 김용범 청와대 정책실장은 8~9월 대미 투자 1호 현실화를 위해 투자 리스트 분석 중이라고 밝혔다.",76일 만에 만나는 김정관·러트닉… 쿠팡사태 속 대미투자 ‘주목’,1,192,https://sedaily.com/article/20069109?ref=naver,,
197,005930,삼성전자,"홀리데이로보틱스, 1550억원 시리즈A 투자 유치…제조 휴머노이드 로봇 '프라이데이' 개발","홀리데이로보틱스는 2026년 7월 13~16일 진행된 투자 라운드에서 총 1550억원의 시리즈A 투자를 유치했다. 기존 투자자인 스톤브릿지벤처스, 에이티넘인베스트먼트, 인터베스트, 스프링캠프와 신규 투자자인 IMM인베스트먼트, SL인베스트먼트, KB인베스트먼트, 본엔젤스벤처파트너스, 프리미어파트너스, 얼머스인베스트먼트, SJ투자파트너스, 다성벤처스, 에이티넘캐피탈파트너스, 굿워터캐피탈(Goodwater Capital), 산업은행, 기업은행이 참여했다. 회사는 MIT, 서울대학교, KAIST, 삼성전자 출신 인력으로 구성된 제조 현장 특화 휴머노이드 로봇 '프라이데이(FRIDAY)'를 개발 중이다.","""1550억 터졌다""…피지컬 AI·우주 스타트업에 '뭉칫돈' - 머니투데이",1,178,https://mt.co.kr/future/2026/07/19/2026071912542115656,,
198,005930,삼성전자,"삼성전자, 압구정 재건축 단지 7000가구에 AI 프리미엄 빌트인 가전 구독 서비스 추진",삼성전자는 현대건설과 협업해 압구정 재건축 단지 약 7000가구에 프리미엄 빌트인 가전을 구독 방식으로 공급하는 사업을 추진한다. 이는 B2B 주거 시장 공략을 강화하고 안정적인 반복 매출 기반을 확대하기 위한 전략이다. 또한 삼성전자는 스마트싱스 플랫폼을 통해 가전 라인업을 연결하고 주거 공간 맞춤형 솔루션을 제공하는 사업을 지속하고 있다.,주차로봇·가전구독 … 재건축 단지로 눈돌린 기업들 - 매일경제,1,176,https://mk.co.kr/article/12101744,,
199,005930,삼성전자,"허지웅, 김영훈 고용노동부 장관 초과이윤 배분 발언에 신랄한 비판","허지웅 작가는 2026년 7월 19일 자신의 SNS에 김영훈 고용노동부 장관이 삼성전자와 SK하이닉스 등 반도체 대기업의 초과 이윤을 사실상 배분해야 한다는 견해를 밝힌 것에 대해 비판했다. 허 작가는 '초과이윤이 무엇인지 정의부터 해야 하는 것 아닌가. 실패와 손해에 대해선 왜 나누지 않고, 왜 이익만 나누겠다는 것인가'라며 '기업이 어려울 때 정부가 돕더라도 파산까지 책임져주지는 않는다. 위험을 감수한 주체가 이윤을 가져가는 게 자본주의'라고 주장했다. 또한 '경쟁자는 급성장 중'이라며 '이런 논의로 흔들어버리면 한두 해 안에 창신(중국 기업)에 추월당할 것'이라고 경고했다.","허지웅, 노동장관에 대한 신랄한 비판…“사이비종교를 믿나? 총체적 엉터리”",1,168,https://munhwa.com/article/11603467?ref=naver,,
200,005930,삼성전자,삼성전자 인근 산업단지와 연계된 수도권 신규 분양 단지 3곳 청약 접수,"2026년 7월 20일부터 24일까지 전국 11곳에서 총 6468가구가 청약 접수를 한다. 경기도 김포시 사우동의 '호반써밋 풍무Ⅲ'는 660가구 규모로 풍무역세권 도시개발사업의 일환으로 조성되며, 지하철 5호선 연장 예정과 이마트 트레이더스, CGV 등 생활인프라가 인접해 있다. 오산시 양산동의 '오산헤리티지자이'는 1783가구 규모로 1호선 병점역 도보권이며, 동탄테크노밸리 및 삼성전자 화성·기흥캠퍼스와 가깝다. 남양주시 진접2지구 '남양주진접서한이다음'은 512가구 규모로 4호선 풍양역(예정), 9호선 연장선, GTX-B 노선 착공 등 교통 호재가 있다.",김포 풍무 등 6468가구 여름휴가철 앞두고 분양 - 매일경제,1,169,https://mk.co.kr/article/12101761,,
201,005930,삼성전자,"송파파크하비오푸르지오·화서역파크푸르지오, '닭장아파트' 이미지 탈피 및 '셔세권' 주목","송파파크하비오푸르지오(아파트 999가구, 오피스텔 3636실)와 화서역파크푸르지오(아파트 2355가구, 오피스텔 458실)는 높은 용적률과 낮은 건폐율로 밀집된 외관을 보이지만, 교통이 편리한 역세권 입지와 주변 편의시설로 실수요에 힘입어 꾸준한 인기를 끌고 있다. 두 단지는 삼성전자, SK하이닉스 등 반도체 직장인들이 셔틀버스를 이용할 수 있는 '셔세권'으로 주목받고 있으며, 매부리TV에서 단지 외관 및 인프라를 직접 탐방했다.",무시받던 '닭장아파트'의 반전 - 매일경제,1,167,https://mk.co.kr/article/12101765,,
202,005930,삼성전자,"전북 소외론, 사실 관계와 쟁점 분석","이재명 대통령은 2026년 7월 16일 청와대 영빈관에서 열린 국토교통부·새만금개발청 업무보고에서 전북 소외론을 '무책임한 주장'이라고 반박했으며, 광주·전남권 반도체 클러스터 투자 규모는 삼성전자와 SK하이닉스 등의 장기 투자 계획을 포함한 800조원, 새만금 투자 규모는 현대차그룹이 발표한 초기 투자 9조원이라고 설명했다. 대통령은 9조원이 초기 투입 비용이며 사업 성공 시 확대될 수 있다고 밝혔고, 정의선 현대차그룹 회장은 새만금을 로봇·수소산업 거점으로 육성해 울산 수준으로 키우겠다는 구상을 제시했다. 전북 소외론은 국가 첨단산업 투자 흐름에서 전북의 상대적 위치 약화에 대한 구조적 불안감에서 비롯되었으나, 정부가 새만금을 로봇·수소 산업 거점으로 육성하겠다는 방향을 제시하고 있어 완전한 배제 여부는 논쟁 중이다.","[팩트체크] 전북 소외론, 사실과 쟁점은 무엇인가",1,163,https://jjan.kr/article/20260719500238,,
203,005930,삼성전자,"영국 신임 총리 앤디 버넘 취임 및 미국-레바논 정상회담, 알파벳·테슬라 2분기 실적 발표 예정","2026년 7월 20일(현지시간) 앤디 버넘 영국 신임 총리가 찰스 3세 국왕에게 사임을 보고한 키어 스타머 총리의 뒤를 이어 공식 취임할 예정이다. 7월 21일에는 조제프 아운 레바논 대통령이 도널드 트럼프 미국 대통령과 만나 이스라엘군 주둔 중인 레바논 남부 지역 안보상황과 철군 문제를 논의할 예정이다. 7월 22일에는 알파벳과 테슬라의 2분기 실적 발표가 예정되어 있으며, 이는 삼성전자·SK하이닉스 등 한국 반도체 주식에도 영향을 줄 수 있다.","이번주 세계 미리보기…英 신임 총리 취임, 미국·레바논 정상회담 등[월드콕!]",1,162,https://munhwa.com/article/11603468?ref=naver,,
204,005930,삼성전자,"추미애 경기도지사, SK하이닉스·삼성전자 반도체 클러스터 방류수 논란 대응 및 물 재사용 권고","추미애 경기도지사는 2026년 7월 19일 도청 업무보고에서 SK하이닉스 용인 원삼 반도체 클러스터와 삼성전자 이동·남사 반도체 클러스터의 방류수 처리 문제를 지적하며, 관련 기준 위반 시 엄중 조치될 수 있도록 정부에 요청할 것을 지시했다. 또한 대만 TSMC 사례를 참고해 공정수 재사용 횟수를 6회로 높여 물 절약과 방류량 감소를 권고했으며, 안성·용인 등 지자체의 세수 혜택 불균형과 환경 부담 문제를 해결하기 위한 행보에 나선 것으로 알려졌다. 안성시는 방류 계획 철회와 세수 공동 세원화 방안을 요구하고 있다.","추미애, ‘SK하이닉스 방류’ 논란에 대응 행보…“기준 위반시 엄중조치”",1,158,https://kgnews.co.kr/news/article.html?no=904349,,
205,005930,삼성전자,"국민의힘, 김용범 정책실장 사퇴 촉구 및 단일종목 레버리지 ETF 사태 국정조사·특검 요구","국민의힘은 2026년 7월 19일 단일종목 레버리지 상장지수펀드(ETF) 사태와 관련해 김용범 청와대 정책실장이 사과 없이 책임을 합리화하는 궤변만 늘어놓는다며 사퇴를 촉구했다. 박수영 의원은 이재명 정권이 지방선거 전 주가 부양을 위해 삼성전자와 하이닉스 단일종목 상품('삼전닉스') 출시를 밀어붙였고, 7월에만 해당 ETF로 7조원이 유입되었으며 수익률이 거의 반토막 났다고 주장했다. 나경원 의원은 레버리지 ETF가 당초 올 하반기에서 상반기로 졸속 도입되었으며, 그 과정에서 국민연금 등 공적자금 개입 여부를 특검으로 수사해야 한다고 주장했다.","국힘 ""김용범, 도박판 ETF 사태, 사과없이 궤변만…국정조사 해야""",4,150|147|82|61|39,https://view.asiae.co.kr/article/2026071917275442053|https://ytn.co.kr/_ln/0101_202607191730295772|https://imaeil.com/page/view/2026071916324778151|http://inews24.com/view/1986624|https://ytn.co.kr/_ln/0101_202607192226586252,,
206,005930,삼성전자,"2026학년도 4대 과기원 및 이공계 학과 영재·과학고 출신 신입생 844명, 3년來 최대","2026학년도 대입에서 4대 과학기술원(한국과학기술원, 광주과학기술원, 대구경북과학기술원, 울산과학기술원)에 진학한 영재·과학고 출신 학생 수는 844명으로 전년 대비 7.9% 증가했으며, 이는 최근 3년 중 가장 많은 수치이다. 성균관대는 삼성전자 반도체 계약학과 신입생이 224명에서 236명으로, 한양대는 SK하이닉스 반도체 계약학과 신입생이 90명에서 108명으로 각각 증가했고, 경북대는 삼성전자 모바일 계약학과 신입생이 10명에서 19명으로 늘었다. 종로학원 분석에 따르면 이공계 특성화 학과 및 취업 보장 계약학과 선호 증가가 주요 원인으로 지목되었다.","[단독] 의대 대신 과기원 택한 영재·과고생 844명, 3년來 최대",1,145,https://sedaily.com/article/20069118?ref=naver,,
207,005930,삼성전자,광주 챔피언스시티 복합개발 사업 본궤도 진입 및 분양 일정 확정,"전남 광주 옛 전방·일신방직 공장 부지(약 29만8000㎡)에 조성되는 챔피언스시티 복합개발사업은 2020년 7월 신영그룹과 우미건설 컨소시엄이 매입한 후 6년 만에 본궤도에 올랐다. 오는 9월 총 3216가구 규모의 1차 분양을 앞두고 있으며, 더현대 광주(약 1.5배 규모)는 2029년 상반기 개장을 목표로 추진 중이다. 정부는 광주 군공항 부지에 총 800조 원 규모의 반도체 클러스터 조성 계획을 발표했으며, 챔피언스시티는 주거·상업·업무·문화 기능을 집약한 복합개발 사업이다.",90년 방직공장터가 복합단지로…반도체 팹 호재에 흥행 기대감,1,139,https://sedaily.com/article/20069134?ref=naver,,
208,005930,삼성전자,"국내 액티브 ETF 10개 중 7개, 이달 비교지수 수익률 미달","한국거래소에 따르면 2026년 7월 16일까지 비교지수 확인이 가능한 액티브 ETF 310개 중 96개(31.0%)만 지수 수익률을 상회했으며, 214개(69.0%)는 부진했다. 반도체 비중이 높은 'HK 베스트일레븐액티브'는 25.8% 하락해 코스피200 대비 4.7%포인트 뒤처졌고, 'MIDAS 중소형액티브'는 -12.9%로 코스피 중형주지수보다 6.6%포인트 낮았다. 반면 'TRUSTON 주주가치액티브'는 -12.5%로 코스피200 대비 8.7%포인트 높은 성과를 기록했으며, 'FOCUS AI코리아액티브'는 -10.8%로 코스피 대비 8.8%포인트 높은 수익률을 보였다.",변동장서 빛바랜 액티브 ETF…10개 중 7개 비교지수 밑돌아,1,129,https://sedaily.com/article/20069158?ref=naver,,
209,005930,삼성전자,"SK 하이닉스, 대규모 투자 계획 이사회 심의 없이 발표","SK 하이닉스는 지난달 29일 이재용 삼성전자 회장과 최태원 SK그룹 회장과 함께 4755조원 규모의 반도체·인공지능 투자계획을 발표했다. 자산운용사 흥국자산운용은 8일 SK 하이닉스 이사회에 '일반주주의 자리는 어디에 있습니까'라는 제목의 서한을 보내 해당 계획이 이사회 심의·의결 없이 발표된 점을 문제 삼았다. SK 하이닉스는 이튿날 서한이 주식운용본부장의 개인 의견이라며 철회했으나, 한국기업거버넌스포럼은 최 회장이 이사회 승인 전에 대규모 투자계획을 발표한 것이 OECD 기업거버넌스 원칙에 위배된다고 논평했다.","“메가프로젝트 이사회 거쳤나?”, 이 질문이 개혁 [아침햇발]",1,125,https://hani.co.kr/arti/opinion/column/1268900.html,,
210,005930,삼성전자,전남광주통합특별시 대전환기획위 해단 및 시정기획서 발표,"전남광주통합특별시 대전환기획위원회는 20일 무안청사 왕인실에서 해단식을 열고 시정기획서와 활동 백서를 민형배 통합특별시장에게 전달했다. 시정기획서는 '압도적 성장, 함께 사는 특별시'를 비전으로 제시하며 2030년까지 글로벌 신산업 거점 도약, 통합특별시민 개인소득 4만달러, 제조업 매출액 500조원 달성을 목표로 설정했다. 7대 추진전략(미래산업·경제특별시, 균형발전특별시, 농생명산업특별시, 기본사회특별시, 글로컬 문화관광특별시, 녹색특별시, 시민주권특별시)과 40대 정책과제를 제안했으며, 기업유치·재정기획TF와 6개 특별위원회를 통해 논의된 내용이 반영되었다. 시정기획서는 최종 시책으로 확정된 것은 아니며 향후 통합특별시가 실행계획과 재원 마련을 통해 구체화할 예정이다.","전남광주대전환기획위 활동 마무리, 백서에 담길 내용은 - 남도일보",2,98|8985,https://namdonews.com/news/articleView.html?idxno=917330|https://jnilbo.com/news/articleView.html?idxno=90000050953,,
211,005930,삼성전자,호남권 반도체 산단 전력 공급 잠정안 마련…2029년 12월 공급 목표,"기후에너지환경부, 전남광주통합특별시, 한국전력공사, 삼성전자, SK하이닉스 등이 참여한 회의에서 호남권 반도체 산단 전력 공급 방안 잠정안을 마련했다. 345㎸ 전력의 적기 공급을 위해 경과지 모식도와 송·변전 설비 건설 절차 및 공급 일정이 논의되었으며, 한빛원전에서 신광주 변전소 송전선로 분기 구간은 1㎞ 내외, 신장성 변전소에서 반도체 산단까지는 2㎞ 내외로 예상된다. 반도체 부지 내 전력 공급 목표 시점은 2029년 12월로, 표준 공기 대비 66개월을 단축한 42개월 공기가 적용된다. 검토 가능한 경로로 49번 지방도와 황룡강 연결 방안이 우선 검토되며, 주민 밀집 지역을 중심으로 지중선로 확대 방안도 논의되었다.",호남권 반도체산단 전력망 잠정안 마련…전력 인프라 본궤도 - 남도일보,1,97,https://namdonews.com/news/articleView.html?idxno=917324,,
212,005930,삼성전자,"의정부고 졸업사진, 2026년 사회·문화 트렌드 반영","의정부고등학교 졸업사진이 2026년 사회·문화 트렌드를 반영한 패러디로 제작되었다. 젠슨 황 엔비디아 CEO가 지난해 10월 이재용 삼성전자 회장, 정의선 현대자동차그룹 회장과 치킨 매장에서 회동한 장면이 재현되었으며, 2026년 6월 최태원 SK그룹 회장과 주요 경영진을 만나기 위해 동일 매장을 다시 방문한 사실이 포함되었다. 또한 2026 북중미 월드컵 관련 홍명보 전 감독과 손흥민의 모습이 재현되었고, 걸그룹 리센느의 미나미 관련 유튜브 쇼츠 알고리즘 현상도 패러디되었다.",“올해도 떴다”…의정부고 졸업사진으로 돌아보는 2026 트렌드 - 전남일보,1,91,https://jnilbo.com/news/articleView.html?idxno=90000050733,,
213,005930,삼성전자,"하나AI, 제조 경험을 기반으로 AI 플랫폼 기업으로 전환","하나AI는 2018년 LED 조명기업으로 시작해 전광판, 키오스크 등으로 사업영역을 확대했으며, 중소벤처기업부 사업전환계획 승인을 받아 사명을 변경하고 AI 플랫폼 기업으로 전환했다. 제조·현장 경험을 바탕으로 AI 모델과 온디바이스 AI, 데이터 분석, SaaS 통합관제 기술을 결합해 기존 디바이스를 지능형 장비로 발전시키고 있다. 일반 조명은 AI 스마트조명으로, 전광판은 지능형 정보전달 장치로, 키오스크는 생성형 AI 적용 지능형 안내장치로 전환할 수 있다.",‘빛을 만들던 기업’에서 AI를 움직이는 기업으로,1,88,https://ccdn.co.kr/news/articleView.html?idxno=1088881,,
214,005930,삼성전자,"네이버 뉴스 댓글 10만여건 분석 결과, 호남 반도체 투자 관련 기사에 전라도 혐오 표현 8.09% 확인","무등일보가 최근 1년간 네이버 뉴스 콘텐츠제휴 언론사 68곳의 기사 300건에서 수집한 댓글 10만2,698개를 분석한 결과, 혐오 댓글은 6,602개(전체 8.09%)로 나타났다. 혐오 표현은 '7시', '남쪽나라', '청정구역' 등 전라도 비하·혐오 은어와 밈(Meme) 형태로 확산되었으며, 단순 비하를 넘어 정치·역사·경제 요소가 결합된 복합형 혐오로 진화했다. 전문가들은 지역 혐오가 이미 자정 작용을 잃고 곪을 대로 곪았다고 진단하고 법적·제도적 규제 등 전방위적 대책 마련이 시급하다고 지적했다.","'표현의 자유' 가면 쓴 전라도 혐오··· ""이미 곪을 대로 곪았다""",1,80,http://mdilbo.com/detail/c3QycN/757251,,
215,005930,삼성전자,이주희 동신대 총장 연임 취임 및 AI 중심 교육혁신·지역 산업 연계 비전 제시,"이주희 동신대학교 총장은 2026년 7월 19일 제10대 취임식을 갖고 4년 연임을 시작했다. 취임사에서 '경계를 넘어, 우리의 CORE를 세우다'를 비전으로 제시하며, AI 중심 교육혁신과 에너지AI·반도체·스마트헬스케어·글로컬 K-컬처 특성화 고도화를 추진하겠다고 밝혔다. 또한 전남광주통합특별시 출범, 삼성전자·SK하이닉스 반도체 클러스터 조성, 초대형 AI 데이터센터 구축 등 지역 대변화를 언급하며 지역 전략산업 및 국가 미래산업 인재 양성 계획을 제시했다.",‘연임’ 이주희 동신대 총장 “동신대만의 코어 확립…미래 인재 키울 것”,2,78|12490,http://kjdaily.com/article.php?aid=1784457145682619062|https://namdonews.com/news/articleView.html?idxno=917462,,
216,005930,삼성전자,중국 AI '키미 K3' 공개 및 일본 키옥시아 특허 배상 판결로 한국 증시 충격,"중국 스타트업 문샷AI가 2026년 7월 17일 공개한 '키미 K3' AI 모델은 2조8000억개 파라미터의 세계 최대 규모 오픈소스 모델로, AI 성능 평가업체 아티피셜 어낼리시스 기준 지능 점수 57점을 기록하며 앤트로픽 클로드 페이블5(60점), 오픈AI GPT-5.6 솔 맥스(59점) 등과 어깨를 나란히 했다. 미국 텍사스 연방법원 배심원단은 키옥시아홀딩스가 비아샛에 2억2900만달러를 배상해야 한다고 평결했으며, 키옥시아홀딩스는 2026년 7월 17일 장중 5만2110엔까지 하락하며 가격제한폭 하단까지 밀렸다. 2026년 7월 20일 코스피는 4.46% 하락한 6516.27을 기록했으며, 삼성전자와 SK하이닉스는 각각 4.31%, 4.23% 하락했다. 나스닥지수는 키미 K3 공개 다음 날인 2026년 7월 17일 1.40% 하락했고, 엔비디아(-2.2%), 어플라이드머티리얼즈(-5.6%), 인텔(-2%), 샌디스크(-4%) 등 반도체주가 일제히 하락했다.",중국 AI ‘키미 K3’ 충격… 증시 더 흔들리나,14,75|10|5067|5055|6017|7989|8539|8523|8511|8989|10557|10525|11491|12024|12992,https://biz.newdaily.co.kr/site/data/html/2026/07/19/2026071900101.html|https://chosun.com/economy/money/2026/07/20/GXXDZAZBMBEXHLEJ4JXGSJBISQ|https://tokenpost.kr/news/economy/379335|https://imaeil.com/page/view/2026072009592783248|https://hani.co.kr/arti/economy/finance/1268986.html|https://biz.sbs.co.kr/article_hub/20000323278?division=NAVER|https://dt.co.kr/article/12073627?ref=naver|http://fnnews.com/news/202607201315519607|https://businesspost.co.kr/BP?command=article_view&num=442639|http://opinionnews.co.kr/news/articleView.html?idxno=141728|https://ekn.kr/web/view.php?key=20260720023364032|https://ntoday.co.kr/news/articleView.html?idxno=128271|https://etoday.co.kr/news/view/2605332|https://biz.sbs.co.kr/article_hub/20000323452?division=NAVER|https://dailysportshankook.co.kr/news/articleView.html?idxno=431405,,
