article_stock_id,article_id,stock_code,published_at,title,description,body_head,url,suggested_event_id,gold_event_id,label_status,label_note,reference_set_type,evaluation_eligible,qa_reason,qa_warning,event_size,event_start_at,event_end_at,split_unit_id,split_unit_size,split_unit_eligible_size,split_unit_event_count,split_unit_article_count,split_unit_start_at,split_unit_end_at
979:005930,979,005930,2026-07-17T04:21:00+00:00,[금주의 이슈] 프랑스의 쇠락-리더가 국가 흥망을 좌우한다,"마치 삼성전자 회장이 세금이 무서워 옆나라 국적을 신청한 격이다. 이건 신호탄이었다. 다른 기업회장들과 스포츠 스타, 유명 가수, 은행 임원 등 부유층들이 짐을 싸기 시작했다. 프랑스 국민배우 제라르 드파르디외는...",프랑수아올랑드 전 프랑스대통령 프랑스는 시민 혁명(1789~1799년) 이후 1804년 나폴레옹 보나파르트가 권력을 잡은 뒤 프랑스 제1제국을 개국하고 통치할 때 유럽의 강자로 떠올랐다. 제1차 세계대전 이후 주요 참전국이자 승전국이었던 프랑스의 국제적 위상은 크게 높아졌다. 프랑스 식민제국은 1938년에 정점을 이루었으며 당시 세계 인구의 5%가 프랑스,https://imaeil.com/page/view/2026071315402280642,005930_evt_010,005930_gold_010,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,1,2026-07-17T04:21:00+00:00,2026-07-17T04:21:00+00:00,SU_283b6d5c40,1,1,1,1,2026-07-17T04:21:00+00:00,2026-07-17T04:21:00+00:00
977:005930,977,005930,2026-07-17T04:24:00+00:00,"HBM4, HBM4E… 삼전이 꺼내든 무기와 HBM 패권전쟁 [경제용어사전]","삼성전자 가 차세대 HBM을 무기로 SK하이닉스에 내준 주도권을 탈환할 수 있을까. 글로벌 투자은행(IB) 번스타인이 최근 "" 삼성전자 가 HBM4 성능과 생산능력을 기반으로 점유율을 빠르게 확대할 것""이라고...",더스쿠프 Econopedia HBM 시장 주도권 쥔 SK하닉 차세대 HBM4 양산 시작되면서 삼성이 SK하닉 앞지른다는 전망 7세대 HBM4E 양사 샘플 공급 중 삼성전자가 차세대 HBM을 무기로 SK하이닉스에 내준 주도권을 탈환할 수 있을까. 글로벌 투자은행(IB) 번스타인이 최근 “삼성전자가 HBM4 성능과 생산능력을 기반으로 점유율을 빠르게 확대할 것,https://thescoop.co.kr/news/articleView.html?idxno=310932,005930_evt_011,005930_gold_011,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,1,2026-07-17T04:24:00+00:00,2026-07-17T04:24:00+00:00,SU_27dfdb1da4,1,1,1,1,2026-07-17T04:24:00+00:00,2026-07-17T04:24:00+00:00
978:005930,978,005930,2026-07-17T04:24:00+00:00,"이상일 ""반도체 국가산단 속도전, 정부의 적극 행동이 우선 필요하다“","삼성전자 가 추진하는 이동·남사읍 첨단시스템반도체 국가산단에 대해서도 투자 확대 가능성을 제시했다. 이 시장은 "" 삼성전자 가 광주에 반도체 팹 2기를 건설하는 데 400조 원을 투자하겠다고 발표했는데 용인 국가산단...","KBS '인사이드 경인' 출연…반도체 프로젝트·교통망 확충 등 청사진 제시 삼성 국가산단 팹 2029년 가동 위해 부지 조성·전력·용수 조속 추진 촉구 ""경기도 법인지방소득세 절반 환수 추진, 봉기 수준 저항 직면할 것"" 강조 이상일 용인특례시장이 16일 KBS 인사이드 경인에 출연해 민선9기 시정계획을 밝혔다./용인시 용인=비욘드포스트 송인호 기자 이상일",http://beyondpost.co.kr/view.php?ud=2026071713101793134c878f8fa1_30,005930_evt_012,005930_gold_012,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,4,2026-07-17T04:24:00+00:00,2026-07-19T05:36:00+00:00,SU_110fb4f29e,6,6,2,4,2026-07-17T04:24:00+00:00,2026-07-19T05:36:00+00:00
976:005930,976,005930,2026-07-17T04:31:00+00:00,"""하이닉스가 뭐야?"" 정석원, 속세와 단절됐다더니…'♥백지영'이 대신 수습 [MHN:픽]","이에 제작진이 ""반도체 회사""라고 답하자, 백지영은 "" 삼성전자 처럼, 무슨 하이닉스냐""고 질문했다. 잠시 고민하던 정석원은 ""우리나라에서 되게 큰 기업""이라는 설명을 듣고 나서야 정답을 맞췄다. 1985년생 정석원은...","Google 검색에서 MHN / 엠에이치앤 기사를 더 자주 볼 수 있습니다. (MHN 노연주 기자) 배우 정석원이 엉뚱한 질문으로 모두를 당황시켰다. 지난 10일 백지영 채널에는 ‘전 국민이 아는 하이닉스가 뭔지 모르는 뇌순남 정석원’이라는 제목의 영상이 올라왔다. 이날 새로운 제작진을 소개하던 중 “하이닉스 지원하려다가 저희 회사 왔다더라”라고 말하자,",https://mhnse.com/news/articleView.html?idxno=1461231,005930_evt_013,005930_gold_013,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,1,2026-07-17T04:31:00+00:00,2026-07-17T04:31:00+00:00,SU_4f14c3bffe,1,1,1,1,2026-07-17T04:31:00+00:00,2026-07-17T04:31:00+00:00
975:005930,975,005930,2026-07-17T04:34:00+00:00,’삼전닉스’ 레버리지에 한 달 새 7조 원 유입,"삼성전자 와 SK하이닉스 단일종목 레버리지 상품에 한 달 사이 약 7조원의 자금이 몰린 것으로 나타났습니다. 오늘(17일) 한국거래소 등에 따르면, 지난달 16일부터 이번달 15일까지 단일종목 레버리지·인버스 16종에...","브라우저가 video 태그를 지원하지 않습니다. 죄송하지만 다른 브라우저를 사용하여 주십시오. 브라우저가 오디오 태그를 지원하지 않습니다. 닫기 삼성전자와 SK하이닉스 단일종목 레버리지 상품에 한 달 사이 약 7조원의 자금이 몰린 것으로 나타났습니다. 오늘(17일) 한국거래소 등에 따르면, 지난달 16일부터 이번달 15일까지 단일종목 레버리지·인버스 16종",http://yonhapnewstv.co.kr/news/MYH20260717133324jsk,005930_evt_014,005930_gold_014,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,4,2026-07-17T04:34:00+00:00,2026-07-17T09:27:00+00:00,SU_1065dd38b1,8,8,2,5,2026-07-17T04:34:00+00:00,2026-07-17T09:27:00+00:00
974:005930,974,005930,2026-07-17T04:35:00+00:00,다음 주 삼성 갤럭시 언팩&hellip;'여권형 폴드'&middot;'AI 글라스' 뜬다,삼성전자 가 오는 22일 영국 런던에서 신제품 공개 행사 '갤럭시 언팩 2026'을 열고 차세대 폴더블(접는) 스마트폰과 웨어러블(착용형) 기기를 공개할 전망이다. 17일 업계에 따르면 이날 갤럭시 Z폴드8·갤럭시 Z폴드8...,"[아이뉴스24 권서아 기자] 삼성전자가 오는 22일 영국 런던에서 신제품 공개 행사 '갤럭시 언팩 2026'을 열고 차세대 폴더블(접는) 스마트폰과 웨어러블(착용형) 기기를 공개할 전망이다. 17일 업계에 따르면 이날 갤럭시 Z폴드8·갤럭시 Z폴드8 울트라·갤럭시 Z플립8과 갤럭시 워치9, 첫 안경형 AI 기기인 갤럭시 AI 글라스 등 신제품이 공개될 것으",http://inews24.com/view/1986456,005930_evt_015,005930_gold_004,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,11,2026-07-17T04:00:00+00:00,2026-07-19T08:06:00+00:00,SU_a744217ebe,11,11,1,11,2026-07-17T04:00:00+00:00,2026-07-19T08:06:00+00:00
973:005930,973,005930,2026-07-17T04:36:00+00:00,"스파이더맨이 선택한 갤럭시&hellip;삼성, '폴드8&middot;플립8' 첫 공개",삼성전자 가 오는 22일 영국 런던에서 열리는 신제품 공개 행사 '갤럭시 언팩 2026'을 앞두고 영화 '스파이더맨: 브랜드 뉴 데이'와 협업한 티저 영상을 공개하며 신제품 공개 카운트다운에 들어갔다. 삼성전자 는 16일...,[아이뉴스24 권서아 기자] 삼성전자가 오는 22일 영국 런던에서 열리는 신제품 공개 행사 '갤럭시 언팩 2026'을 앞두고 영화 '스파이더맨: 브랜드 뉴 데이'와 협업한 티저 영상을 공개하며 신제품 공개 카운트다운에 들어갔다. 삼성전자는 16일 삼성전자 뉴스룸을 통해 약 2분 분량의 시네마틱 영상을 공개했다. 영상에는 기존 제품에서 가로 폭을 넓힌 여권형,http://inews24.com/view/1986417,005930_evt_016,005930_gold_004,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,11,2026-07-17T04:00:00+00:00,2026-07-19T08:06:00+00:00,SU_a744217ebe,11,11,1,11,2026-07-17T04:00:00+00:00,2026-07-19T08:06:00+00:00
972:005930,972,005930,2026-07-17T04:40:00+00:00,"이현재 하남시장, K-컬처·AI 투트랙으로 미래산업 육성...""기업과 일자리 도시로 체질 바꾼다"" | 아주경제","2025년 기준 기업의 경영성과를 반영하는 법인지방소득세는 하남시가 330억 원인 반면 삼성전자 등 대기업이 입주한 화성시는 4천76억 원으로 약 12배, SK하이닉스가 위치한 이천시는 3천32억 원으로 약 9배에 달한다. 이는...","K-컬처 복합콤플렉스·국가정원 연계 문화관광 조성 1조 원 규모 투자, 2500개 신규 일자리 창출 성과 하남시, 어르신 운동 프로그램 '플레이 활력UP' 운영 이현재 하남시장. [사진=하남시] 살고 싶은 도시로 평가받고 문화도시를 넘어 기업과 일자리가 함께 성장하는 수도권 동부 경제거점으로의 대전환을 이룬 이현재 하남시장이 K-컬처 복합콤플렉스와 국가정원",https://ajunews.com/view/20260717131338650,005930_evt_017,005930_gold_015,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,1,2026-07-17T04:40:00+00:00,2026-07-17T04:40:00+00:00,SU_ae6df65120,1,1,1,1,2026-07-17T04:40:00+00:00,2026-07-17T04:40:00+00:00
970:005930,970,005930,2026-07-17T04:42:00+00:00,’감사페스티벌’ 삼성전자 “환급 차질 없게“,"삼성전자 감사페스티벌이 예상을 뛰어넘는 실적을 기록하면서 배송 지연에 대한 우려가 제기되자, 삼성전자 가 공급량을 확대하고 있습니다. 업계에 따르면 삼성전자 감사 페스티벌로 지급될 온누리상품권은 당초...","브라우저가 video 태그를 지원하지 않습니다. 죄송하지만 다른 브라우저를 사용하여 주십시오. 브라우저가 오디오 태그를 지원하지 않습니다. 닫기 삼성전자 감사페스티벌이 예상을 뛰어넘는 실적을 기록하면서 배송 지연에 대한 우려가 제기되자, 삼성전자가 공급량을 확대하고 있습니다. 업계에 따르면 삼성전자 감사 페스티벌로 지급될 온누리상품권은 당초 예상했던 4천억",http://yonhapnewstv.co.kr/news/MYH20260717134125GQL,005930_evt_018,005930_gold_002,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,6,2026-07-17T03:50:00+00:00,2026-07-18T01:40:00+00:00,SU_c1f0e5a6a1,6,6,1,6,2026-07-17T03:50:00+00:00,2026-07-18T01:40:00+00:00
971:005930,971,005930,2026-07-17T04:42:00+00:00,"최태원 ""SK하이닉스 주식 팔지말라...갖고 있으면 우상향할 것"" - 경북도민일보","이어 ""AI 시대가 발전한다는 것은 기억을 어딘가에 저장해야 하는데 이것이 메모리 칩이으로 (AI 성장) 속도가 올라가면 기억할 것이 많아진다""면서 ""메모리는 계속해서 쓰일 수밖에 없고 SK하이닉스, 삼성전자 주가가...","글자크기 설정 기사의 본문 내용은 이 글자크기로 변경됩니다. 이 기사를 공유합니다 [대한상의 제주포럼 AI 대담] ""메모리 수요 기하급수적으로 늘 것 주가, 너무 빨리 오른 현상 적응 과정 미·중 AI 경쟁 속 틈새시장 만들어야"" SK하이닉스 주가가 역대 최고가인 주당 298만원까지 올랐다가 최근 180만원 대까지 떨어진 가운데 최태원 대한상공회의소 회장(",https://hidomin.com/news/articleView.html?idxno=713642,005930_evt_019,005930_gold_016,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,5,2026-07-17T04:42:00+00:00,2026-07-17T13:24:00+00:00,SU_4d7da2af5d,37,36,2,33,2026-07-17T04:42:00+00:00,2026-07-18T00:04:00+00:00
969:005930,969,005930,2026-07-17T04:43:00+00:00,[경제뭔데]‘3000만원 장벽’으로 출렁이는 코스피 잡을 수 있을까,"삼성전자 ·SK하이닉스 주가에 자금의 최대 2배를 투자할 수 있는 ‘단일종목 레버리지 상장지수펀드(ETF)’가 출시 두 달도 안 돼 전환점을 맞았습니다. 지난 16일, 금융당국이 투자 요건을 강화하면서입니다. 일단...","‘3000만원 장벽’으로 출렁이는 코스피 잡을 수 있을까 결국 오르는 날은 더 사고, 내리는 날은 더 팔게 되면서 원래 있던 상승·하락 흐름을 증폭시키는 효과가 나타납니다. 다만 전문가들은 레버리지 ETF의 이런 메커니즘은 어디까지나 부차적일 뿐, 최근 코스피의 극단적인 변동성을 설명하는 주된 요인이 될 수 없다고 입을 모아 말합니다. 증권사 고위 임원은",https://khan.co.kr/article/202607171343001,005930_evt_020,005930_gold_017,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,1,2026-07-17T04:43:00+00:00,2026-07-17T04:43:00+00:00,SU_cc900ed514,1,1,1,1,2026-07-17T04:43:00+00:00,2026-07-17T04:43:00+00:00
968:005930,968,005930,2026-07-17T04:44:00+00:00,"KB증권, 7월 셋째주 LG이노텍 등 14종목 매수 추천","삼성전자 (005930) 반도체 고갈의 시대. 2027년 메타 AI 인프라 투자 2배 확대. SK하이닉스 ADR 강세, 연쇄 상승 효과. 목표주가 60만원과 투자의견 Buy 유지. 오리온(271560) 6월 잠정 실적 리뷰: 중국 간식점...","미래에셋증권, 7월 셋째주 HD현대일렉트릭 등 14종목 매수 추천 2026-07-17 KB증권이 7월 셋째주(13~16일) LG이노텍 등 14종목을 매수 추천했다. 에이피알(278470) 2분기 매출 7590억원(+131.6% 이하 YoY), 영업이익 1833억원(+132.6%, OPM 24.1%) 전망. 2026년 매출 3조1000억원(+102.8%),",https://bigtanews.co.kr/article/view/big202607170004,005930_evt_021,005930_gold_018,assistant_confirmed,유지: 기존 후보 그룹을 검토 후 유지,AI-reviewed reference set,true,,,1,2026-07-17T04:44:00+00:00,2026-07-17T04:44:00+00:00,SU_67ba508ac6,1,1,1,1,2026-07-17T04:44:00+00:00,2026-07-17T04:44:00+00:00
967:005930,967,005930,2026-07-17T04:48:00+00:00,"이상일 용인특례시장 ""삼성 일정 앞당겼다…정부도 서둘러야""",삼성전자 가 국가산단 내 첫 생산시설 가동 시기를 당초 계획보다 앞당긴 만큼 부지 조성과 전력·용수 공급 등 기반시설 구축도 이에 맞춰 신속하게 추진돼야 한다는 주장이다. 이 시장은 지난 16일 밤 방송된 KBS...,[사진=용인시] [필드뉴스=용인 강성원 기자] 이상일 용인특례시장이 정부를 향해 용인 첨단시스템반도체 국가산업단지 조성에 속도를 내줄 것을 촉구했다. 삼성전자가 국가산단 내 첫 생산시설 가동 시기를 당초 계획보다 앞당긴 만큼 부지 조성과 전력·용수 공급 등 기반시설 구축도 이에 맞춰 신속하게 추진돼야 한다는 주장이다. 이 시장은 지난 16일 밤 방송된 KB,http://fieldnews.kr/news/articleView.html?idxno=30035,005930_evt_022,005930_gold_012,assistant_confirmed,병합: 동일한 구체적 사건으로 판단,AI-reviewed reference set,true,,,4,2026-07-17T04:24:00+00:00,2026-07-19T05:36:00+00:00,SU_110fb4f29e,6,6,2,4,2026-07-17T04:24:00+00:00,2026-07-19T05:36:00+00:00
